Date,Time,Open,High,Low,Close,Volume,SMA20,SMA50,SMA100,SMA200,"EMA20,ffd=True","EMA50,ffd=True","EMA100,ffd=True","EMA200,ffd=True","ADX14,ffd=True","BBP13,method=EMA,ffd=True","RSI14,method=RMA,ffd=True",Stoch5-3-3_line,Stoch5-3-3_signal,Stoch14-3-3_line,Stoch14-3-3_signal,Stoch21-5-5_line,Stoch21-5-5_signal,"StochRSI13-8-5-5_line,rsi-method=[rma,True]","StochRSI13-8-5-5_signal,rsi-method=[rma,True]","StochRSI21-13-8-8_line,rsi-method=[sma,True]","StochRSI21-13-8-8_signal,rsi-method=[sma,True]","CCI14,method=SMA","CCI20,method=SMA","CCI30,method=SMA","MACD6-13-5_line,method=[EMA,True],SMA","MACD6-13-5_signal,method=[EMA,True],SMA","MACD12-26-9_line,method=[EMA,True],SMA","MACD12-26-9_signal,method=[EMA,True],SMA","MACD24-52-18_line,method=[EMA,True],SMA","MACD24-52-18_signal,method=[EMA,True],SMA"
20220212,0,19730,19900,19150,19510,12185344,56074.5,58176.4,57958.9,,53980.250893312674,56287.46542323623,55004.89621180723,,22.118061472134755,-64452.349724575746,13.408889804112818,32.349696570569684,34.68812257550379,23.857026624142986,26.17665282648422,18.023447174629275,20.747611215497262,33.77313156819245,35.82483985840028,22.38753305888443,23.0286422599511,-466.66666666666583,-636.4173913043478,-834.1183643166552,-5928.368699812832,-1769.3149744238879,-3751.2954303568185,-891.970632965362,-1573.6969877954762,659.6488382895934
20220213,0,19890,20550,18780,20190,26059251,54084.0,57375.6,57611.8,,50762.131760616234,54871.87854389363,54315.49232642491,,26.334208148057765,-55154.871192493505,14.601708330773448,13.276261534734388,26.666449759589923,10.195929137938204,19.883131265244415,13.70675338820297,19.119325482808524,24.445641583794178,34.54349215637569,22.755202918789468,23.46874776394325,-232.17485531338502,-331.7842666460122,-489.3866894722103,-8743.28833733601,-3403.136581848675,-5951.947024622619,-1538.06162648473,-2973.829194060825,414.9716265647516
20220214,0,20200,20620,19600,20200,8674863,52064.0,56523.6,57242.3,,47851.45254531945,53512.19703236839,53639.93802293135,,30.22642800926641,-46538.461022137286,14.620334832029428,2.7357728478932906,16.120576984399122,2.537914666843481,12.196956809641557,13.408953937049564,18.461398019925188,21.901812072468427,33.50352300758398,23.12864606558739,24.242323819976974,-153.93138905326902,-220.10962540443592,-330.4056254422061,-10108.411040418112,-5250.246276931252,-7607.478079678476,-2348.8324369965962,-4203.942221361212,104.36397015087398
20220216,0,20450,21070,20040,20410,15909069,50099.5,55673.0,56851.9,,45237.98087433665,52214.07165855003,52981.919448219836,,33.68514178663957,-39085.823733260535,15.039421208808207,3.893674699538616,6.635236360722097,3.544746463201399,5.426196755994361,7.086777259881186,15.474667405516225,10.421773927858188,27.659066903005282,17.217826559670428,23.60666719474513,-114.44648811927087,-163.87258237937945,-246.2349522348399,-10501.612244737029,-7211.691140168288,-8801.099526463797,-3268.1296159408803,-5271.373777691704,-261.48945808281456
20220219,0,20040,20880,20040,20600,7436709,48144.5,54817.2,56433.7,,42891.50650535221,50974.30414252846,52340.693320532315,,36.89680457991466,-33704.991771366185,15.443823328458834,29.186995069420195,11.938814205617367,3.895875371970355,3.3261788340050784,3.1393971688199485,11.07306578571659,3.677793000772142,18.844030430617075,12.954286409327064,21.91853822385038,-91.73792388305489,-131.41518690849236,-197.48890692173555,-10286.56758433078,-9113.649581326952,-9620.818898999707,-4283.250809898851,-6192.40903841993,-673.362080420095
20220220,0,20250,20850,20040,20080,4777830,46199.5,53965.8,56007.2,,40718.98207627105,49762.76280360577,51701.86771022474,,39.879062887955804,-28811.421518313873,15.230157640501858,46.87463580567021,26.651768524876342,3.8211051641445866,3.7539089997721136,3.5889162055955053,8.186159591909833,4.922229680703909,13.073850053119369,12.76026096202457,20.117436650418902,-77.09162259476572,-110.32854359456667,-165.6702129581128,-9809.333401048141,-9889.842521574015,-10194.891696297076,-5357.004505970272,-7011.069207990135,-1124.9896057131384
20220221,0,19850,20550,19820,20000,6391943,44279.0,53146.4,55582.2,,38745.745688054754,48595.59563483692,51074.10795358662,,42.65943178864086,-25088.36130141189,15.195327009838039,54.485141946152545,43.51559094041431,3.5145790107304387,3.7438531822817933,3.5090385139052693,6.146616617050294,5.525875368815726,9.289896810123677,6.910768965250622,17.841504218938116,-66.7174736657688,-95.29251958056476,-142.92427022329568,-9128.196823485378,-9966.824218803888,-10534.864495361431,-6444.781725204787,-7718.030794461003,-1610.4011074920054
20220222,0,20000,20170,19170,19170,20261262,42337.5,52309.8,55160.9,,36881.38895585906,47441.65070798057,50442.343439654214,,45.27555744935581,-22244.309686924476,14.81672582146858,27.99314776856885,43.11764184013054,2.3668294726714794,3.234171215848835,3.028664660797424,4.070558761799867,5.885324328083209,6.086599261246635,3.4840151387835627,15.19981750978969,-60.423211655816566,-85.40283629189854,-127.4673906488057,-8457.166395447544,-9636.575289809774,-10747.380340835083,-7558.715398993345,-8355.671411632691,-2125.711361949849
20220223,0,18900,19440,18650,19000,7134608,40392.5,51487.2,54709.9,,35178.39953149153,46326.29185668721,49819.72277748284,,47.733188479926895,-20125.12258879241,14.73574178169575,14.301983872771828,32.26009119583107,1.6028583453946512,2.4947556095988563,2.421992593809237,3.1376018285854763,5.811501711430954,5.164544817961188,3.9079948396543402,12.889875232385931,-55.509958963066744,-77.37576331906897,-114.89806538367662,-7725.426688671421,-9081.338178596652,-10804.965344088403,-8668.30453741149,-8902.124059403148,-2671.640481218718
20220226,0,18370,18950,18010,18180,8890943,38417.0,50694.8,54257.2,,33559.504338016144,45222.51570544457,49193.19361357229,,50.051244020083764,-18132.962218964924,14.328914473192143,7.226994252510579,16.507375297950418,0.7524661793891809,1.574051332485104,1.6336927101632575,2.8364609368541385,5.151208121190083,5.459227842044776,3.8384451207017256,10.525280507624963,-53.014730362712754,-71.68846307100337,-105.50415658121736,-7079.242105393332,-8439.873082809165,-10792.361396847118,-9450.645200354855,-9393.671576080225,-3242.1591105518473
20220227,0,18010,19060,18010,19040,5396253,36371.5,49913.4,53835.5,,32176.694401062225,44195.75038366243,48596.100670729276,,52.144949067141134,-15592.539044827077,16.919549423253514,20.744054619964647,14.09101091508235,1.2872009778286133,1.2141751675374817,1.496082113271934,2.4178941183894245,7.2999447580208825,5.9347708575081715,4.611746843753464,8.210668104895722,-47.8626414159332,-64.17588521455107,-94.59744383834287,-6271.813090921303,-7732.369020783796,-10590.892647335037,-9966.08360287846,-9764.124821935242,-3829.1081622826637
20220228,0,19370,19370,18430,18790,3021069,34373.0,49186.2,53435.4,,30901.771124770585,43199.44644704822,48005.88085546731,,53.91396536121751,-12707.890609851784,16.760879361253927,27.549402568810354,18.506817147095195,1.662477652614781,1.2340482699441917,1.2858156408972754,1.9732495437878257,9.96871017046452,6.823337817837929,5.360165860800047,6.728460517536924,-44.62786678017699,-58.396119814249644,-86.07620428548408,-5557.190711002866,-7018.167798287293,-10332.29584760523,-10268.841132648096,-10073.17022427501,-4425.801935471767
20220302,0,18460,19000,18320,18500,2154550,32394.0,48422.2,53043.4,,29720.650065268626,42230.84070402673,47421.60598704222,,55.565193784203096,-11258.191951301531,16.566796401884204,36.97600882640253,28.423155338392508,1.9538321648448875,1.6345035984294274,1.333781718685993,1.6342729553655393,26.979450903882814,11.042163132997851,5.919090123570799,5.8490609818173915,-49.15637904724709,-55.00271311007271,-80.24339797967681,-4934.2712657057455,-6313.588772338933,-10035.07845924022,-10405.94990295659,-10328.609904310819,-5027.513238941819
20220305,0,18220,18980,18000,18070,3276602,30470.5,47637.6,52624.3,,28611.06434476685,41283.35675484921,46840.386066506726,,57.12475992655669,-9821.307386829889,16.26603136321539,25.162111475980094,29.895840957064326,1.8551128812074122,1.8238075662223603,1.2008052554326245,1.3900354876902168,41.224879461933746,18.12483868309841,6.4312517038936265,5.057934824551023,-107.43455151695197,-52.40384199742371,-75.30949132707481,-4412.921757739932,-5651.087786152636,-9722.157958848944,-10417.209798495393,-10541.739191152155,-5638.940975137328
20220306,0,18670,19180,18240,19180,7291260,28655.5,46847.2,52234.9,,27712.867740503345,40416.55845073747,46292.65564934818,,58.43775614034623,-8175.406331568476,20.288996774088105,41.83553672604768,34.65788567614343,14.002141828854327,5.93702895830221,1.698215720850445,1.4029400898276543,60.52023306729923,29.198643672320237,8.503674907069412,5.257048067278372,-50.016431153467224,-47.10648287970489,-68.59308734363371,-3755.037497444944,-4986.246864562958,-9277.65149319938,-10315.29422037343,-10651.681603756133,-6252.0060263667665
20220307,0,20020,20020,19070,19200,10565557,26712.0,46031.2,51841.2,,26902.118431883977,39584.53655070855,45756.16741866802,,59.07993588566393,-5477.491141344406,20.363238816757402,50.21560550215606,39.07108456806128,26.60152008686211,14.152924932307949,1.8026901457974494,1.4642616963327573,77.12705975053667,43.1640666708234,10.720979293864467,6.161668586663485,4.703196347032247,-41.600220222500674,-62.458902951472616,-3196.127236144137,-4371.109693607525,-8822.067778024371,-10124.983474002642,-10716.010451733073,-6859.222422918547
20220308,0,19100,19620,18900,19000,3823527,24812.0,45191.6,51445.6,,26149.5357240855,38777.29982322978,45226.34232126865,,59.69935381209564,-5109.278121152347,20.161016654828572,65.01409265014094,52.35507829278155,36.69923995656895,25.767633957428462,1.920170672945897,1.5911327027424818,92.38543781933308,59.64741220059712,13.019803360763275,7.300644651802102,-14.300758213984736,-40.88287340552639,-59.64918981370965,-2752.0545359132702,-3810.0824585896057,-8380.547000858489,-9862.00199178302,-10749.062298427423,-7465.251059494822
20220309,0,18830,19620,18830,19260,2881495,23040.0,44369.6,51052.2,,25493.389464648786,38011.91551643646,44712.15732480788,,60.28462839416676,-4449.381246702018,21.255800803936978,57.0957095709571,57.441802574418034,38.47041259500543,33.92372421281217,2.316382163154329,1.7876527916361489,94.38487796831298,73.12849761348315,15.892843669912413,8.807444470453436,1.9024920555281717,-38.65690416615394,-56.13469491508851,-2330.7016771632225,-3289.368540881101,-7918.380614180282,-9541.270355126564,-10734.883858411398,-8064.1722568276455
20220312,0,19100,19180,18500,18930,1703965,21137.5,43594.6,50652.0,,24868.30475372985,37263.605104027185,44201.6195559998,,60.87804183403238,-4499.4696400303,20.864733400416057,50.21507768754403,57.44162663621402,36.318289616549514,37.162647389374634,2.758672600134351,2.0992262605764944,97.5694835068512,84.39741842246664,17.756577411952698,10.450548291478343,-34.55229495861545,-44.87687664029071,-54.5165543713831,-2024.742715595301,-2811.732732452175,-7492.371272889031,-9174.604785797888,-10703.87189948879,-8571.404196366164
20220313,0,18900,19550,18400,18960,2750050,19313.5,42821.6,50251.1,,24305.60906289844,36545.81666857514,43701.785505385946,,61.12051843562174,-3620.973977168833,21.007016939575465,45.2360612673835,50.84894950862821,38.00954592363261,37.59941604506252,2.6869186431146623,2.2969668450293375,96.4791521667556,91.58920224235791,20.01156922385167,12.281973711859795,-7.162748526649508,-43.58670634347378,-51.49644899200748,-1750.4926282845263,-2410.823758620091,-7070.8269596507125,-8783.486376055185,-10642.836038798858,-8997.46013218494
20220314,0,18960,19410,18820,18850,1465807,19280.5,42018.6,49864.6,,23786.027247384303,35851.86307372906,43209.67094092286,,61.34567527995471,-2787.9776947161445,20.85892459209832,36.73906402667583,44.06340099386779,36.483048227780074,36.9369612559874,7.637580860487614,3.4639449879673707,94.7392797378021,95.111646239811,30.667967827031376,15.375583424792367,24.366994340185123,-34.04296125815138,-48.909838680651774,-1526.850018572437,-2076.9683151057516,-6668.752902730084,-8376.426048846835,-10561.3217680483,-9350.647884778671
20220315,0,18600,19100,18600,19010,4264387,19221.5,41258.8,49487.4,,23331.16750953818,35191.39785515145,42730.46953615211,,61.599056421550294,-2889.6951668995534,21.723320312866022,40.484382378735745,40.81983589093169,42.2725219119906,38.921705354467754,13.728387865735977,5.825588426525387,95.58836620060228,95.75223191606483,42.07996073281808,19.831672053407924,5.040823571174337,-44.296393234588386,-47.32378663401172,-1304.7484200314648,-1787.5070919293903,-6264.976899128684,-7957.525875501108,-10450.513068680306,-9638.377845389146
20220316,0,18900,18900,18010,18410,21947436,19132.0,40503.6,49072.5,,22862.484889582163,34533.3038216161,42248.876079990674,,61.954076529103716,-3141.167285913907,20.80560705898921,37.61975729188844,38.28106789910001,36.48917887180423,38.414916337191634,15.769240098338102,8.516160013562141,90.38060101163664,94.95137652472957,50.34432767040168,25.061753648824457,-108.34016953787238,-94.50669352469689,-47.669162275589095,-1201.2270976581567,-1561.6121760283772,-5925.09567808338,-7535.630066527157,-10346.22578065511,-9869.145442179992
20220319,0,18430,18430,17970,18230,8454270,19023.0,39725.2,48646.8,,22421.295852479103,33893.95857370959,41773.254771476,,62.29203395270698,-3138.143387926204,20.525464093482228,30.809907392185874,36.30468235427002,27.659985510746196,35.473895431513675,16.970956128368627,11.358616719208996,85.2483720287396,92.48715422910723,58.09307540368226,30.98326566255168,-156.8763669111032,-121.11674535175143,-47.41891869878968,-1114.5313044639624,-1379.5698938021094,-5605.643488625283,-7127.629177130035,-10230.275673503282,-10047.99024581961
20220326,0,18750,18750,18010,18210,5136668,18903.5,38905.8,48248.2,,22020.220057004903,33278.90137474059,41306.65566709034,,62.25984638412388,-2332.694332508181,20.49244726681556,19.698796281074763,29.37615365504969,14.895757868469772,26.348307417006733,18.115177506556364,14.444268491897338,79.44239323781082,89.0798024433183,65.72765226654809,37.571746775774784,-107.29249535932142,-104.18353576248302,-45.644648254148954,-1018.818316611847,-1233.2350314675737,-5293.07389872364,-6735.518746096621,-10097.588444534893,-10180.187893045937
20220327,0,18290,18850,18170,18690,4501819,18834.0,38043.2,47860.2,,21703.056242052055,32706.787595339,40858.80109942518,,62.117992916164475,-1828.023713578441,23.66607416166383,32.27972567616345,27.596143116474696,19.837398373983742,20.797713917733237,17.57771822316874,16.432295964433564,81.18226566676432,86.36839962911074,75.05649181644654,44.96720279409155,-45.31576294376102,-59.099168021420425,-43.1601831818712,-850.0626784733322,-1097.8775634477527,-4949.5726656243605,-6354.299375515051,-9929.352615585412,-10267.614626598866
20220328,0,18600,19000,18380,18750,8059014,18771.5,37214.4,47476.5,,21421.81279042805,32159.462591600215,40421.00305785241,,61.80991627631468,-1275.4488973529515,24.07404810267866,52.03721205525485,34.67191133749768,28.29268292682927,21.008613056427595,17.044425290815134,17.095503449449392,81.18226566676432,83.48717952234315,84.5460132045566,53.31588226816703,-17.71365149833541,-21.98621203651919,-41.54163487892405,-703.4750355936994,-977.6228865601995,-4619.256056607839,-5987.729980229225,-9747.905039872148,-10314.602458847143
20220329,0,19000,19000,18300,18500,9191322,18738.0,36358.0,47113.5,,21143.544905625382,31623.797391929616,39986.92378938009,,61.55027807790011,-1118.9561977311023,23.510222229557783,63.63376005956983,49.31689926366271,33.00813008130081,27.04607046070461,19.19159733700998,17.77997489718377,81.74984619984662,81.76102855998514,92.76956988581112,62.41063235091197,-48.77526753864431,-39.7240819638866,-43.56469664245044,-620.728518092139,-861.523170646996,-4327.762917844375,-5636.106829668706,-9568.410982158071,-10324.310203629248
20220330,0,18350,18760,18180,18600,4631164,18718.0,35510.0,46758.5,,20901.302533661063,31113.060239304927,39563.42034800622,,61.35091913419092,-1304.8195980552264,24.274206443629595,62.26014187179235,59.31037132887234,31.544715447154474,30.94850948509485,23.660519445585905,19.117887560627228,88.17778724465556,82.34691160316832,93.41340352244887,70.25381181283916,-59.544383346426656,-55.2268244575937,-51.12434951062946,-530.4458127608887,-744.7060723063812,-4042.0886590656555,-5299.580351825922,-9376.39575677902,-10302.769700009456
20220403,0,18590,19370,18590,19150,7691831,18766.5,34693.0,46390.5,,20734.51181616953,30643.920622077283,39159.194202501145,,60.36020031875404,-292.70251261876547,28.50391661990541,64.23964564741264,63.37784919292494,42.70017245627002,35.75100599490844,33.523230031454645,22.199498065606882,95.07409737567995,85.47325243074216,93.41340352244887,76.67049216154301,68.05194805194722,66.41744548286691,-8.95538763251358,-374.94840897600807,-615.9320907792135,-3728.3314630530913,-4972.8668585284795,-9154.85655497016,-10251.752273936963
20220404,0,19400,19500,18150,18600,12924621,18744.5,33865.0,46044.4,,20531.22497653434,30171.610009446802,38752.08144601597,,59.63643725161762,-452.3164393875195,26.88662705828075,58.198653198653204,61.566146905952735,46.809559004680956,40.35148230270181,34.66957149486928,25.61786871994699,88.46932119803614,86.93066353699652,93.26511880098707,82.03559105286618,6.614785992217749,-5.65681961030798,-41.968404865091486,-343.01332874134823,-514.5222208328166,-3483.8968341195687,-4663.857962416356,-8954.339641806633,-10175.403926020062
20220405,0,18630,18900,18380,18740,5781338,18742.0,33039.8,45701.9,,20360.63212162631,29723.311577703793,38355.8026055008,,58.964371546419514,-733.4140909035923,28.006392880824535,52.901234567901234,58.44651113798903,52.810382304053185,47.44003792166805,36.13525498891352,29.436034659566666,84.47237949802467,87.5886863032486,94.76163116332653,86.61916052282172,-3.8592508513058243,-22.588907083175283,-49.23974540311201,-289.46069477150013,-431.7193526683768,-3241.5176025150176,-4365.682620686537,-8743.876473725086,-10075.522663940781
20220406,0,18660,18960,18170,18320,8178209,18733.0,32194.2,45330.5,,20166.286205280947,29276.122888382077,37959.054039055234,,58.44033153867254,-687.2120779173711,26.68595181125366,29.876543209876544,46.992143658810335,36.35596471039509,45.32530200637641,34.73170731707317,32.5440566555793,80.22527908256157,87.28377287979158,94.89366120170322,90.2649116397161,-55.593477436480676,-67.48504102152933,-72.16984868890144,-304.858645615619,-368.54537817307283,-3048.1832461010235,-4081.5203715171747,-8548.91134009901,-9958.70209373761
20220409,0,18260,19300,18210,19300,12674823,18794.5,31386.2,44954.1,,20083.78275715895,28884.90238295533,37589.567820460084,,57.4472838424149,-419.03892392917624,34.45172308726694,47.1604938271605,43.31275720164609,52.60472684151017,47.257024618652814,41.5609756097561,36.12414788841335,80.51099705099827,85.75041484106013,94.89366120170322,92.74455781287318,90.6022247794401,38.76368319381929,-0.07344031138705374,-161.8427524338258,-294.82476610766025,-2783.7966905504472,-3802.7117928312637,-8309.08511586974,-9824.984019522979
20220410,0,19400,19950,19160,19310,9459060,18801.0,30578.4,44606.2,,20010.08916123905,28509.416014996295,37227.59618045098,,55.61853704981223,1082.25235091785,34.52793310341791,54.074074074074076,43.7037037037037,58.91892366203609,49.293205071313785,43.1219512195122,38.04389212602486,80.51099705099827,82.83779477612379,94.89366120170322,94.03801381251652,217.58003766478208,151.43131604226744,105.05645557191899,-66.24760344767492,-233.08460500199362,-2544.13432719258,-3535.440866338844,-8071.264360032448,-9676.217467389924
20220411,0,19300,19310,18900,18900,5372135,18786.0,29776.8,44265.1,,19904.36638397819,28132.57617127095,36864.67348380839,,54.09786149219548,214.78772935815505,32.84196834570922,63.54695519489527,54.92717436537662,67.19152307387601,59.57172452580742,46.048780487804876,40.31973392461198,82.70934838693302,81.68580021390315,94.08934827309488,94.20298611092699,89.99099099099183,59.32797361368843,37.44824990590998,-63.58740596849384,-177.19942044742274,-2360.0782382120015,-3284.421108739307,-7853.68790415526,-9516.151025486806
20220412,0,18860,18990,18200,18690,5768997,18770.5,28982.4,43908.0,,19788.712442646935,27762.279066515228,36504.778959376534,,53.13415885164737,-717.3248034072967,31.9806082438742,44.88972118185601,54.170250150275116,50.33670033670034,58.81571569087081,45.809312638580934,42.25454545454546,80.20196312834227,80.8317169399667,91.72867231792742,93.99239471036181,-23.184713375795845,-37.130911375404004,-43.53795379537875,-89.36330930905751,-137.1799433549342,-2205.7314079484495,-3048.6398298619815,-7646.237387656722,-9346.282441496138
20220413,0,18410,19380,18410,18970,3961849,18756.0,28201.8,43549.8,,19710.739829061513,27417.48380900483,36157.5556136463,,51.69455873517084,-121.99268863482575,34.44924226294431,38.0749063670412,48.837194247930825,44.27262313860252,53.933615516392955,52.495688593249575,45.807341709780744,85.18952791085067,81.82456670562449,91.5175124918528,93.7554083315373,46.43034455366989,46.39055454841217,33.07801418439786,-61.49699260698981,-88.50761275320838,-2037.3316815830076,-2825.889054586132,-7427.668025088111,-9167.661996289986
20220416,0,19030,19990,19000,19980,20062951,18808.5,27443.4,43220.3,,19736.383654865178,27125.81777727915,35837.207977732505,,49.562640402837275,785.4348383130055,42.54896002409958,57.551607976063444,46.83874517498688,61.76823139508034,52.12585162346107,59.42106893616191,49.3793603750619,85.18952791085067,82.76027287759499,93.26381125344318,93.75524488809431,194.2710912993228,203.95953870980327,199.84239558707688,102.35981323537635,-35.667099619367946,-1801.6073184011584,-2611.8085940692504,-7169.062338753516,-8979.203139106941
20220417,0,20010,20360,19420,19750,9782035,18848.0,26684.6,42860.8,,19737.680449639924,26836.57002130742,35518.64940391602,,47.13175523407072,1390.3727185540047,41.29752770026814,71.73353334712738,55.78668256341067,73.77974928895118,59.94020127421135,61.243295693994334,53.003629269958324,82.53621950575368,83.16531736854606,93.0879174539146,93.54603067441782,180.97396799230887,203.16178943827808,219.39306788317535,165.64521219048402,10.711463508263842,-1614.7394290888697,-2404.1244379547284,-6928.201418432389,-8783.51915853761
20220418,0,19910,20190,19410,19570,11794075,18884.0,25877.0,42484.2,,19721.71088300755,26551.606491060073,35202.834564234516,,44.88359602057541,1103.1766159034305,40.29859175442668,78.2088419891027,69.16466110409785,78.70270181651256,71.41689416684802,65.55924630119914,56.90572243263718,81.83762005147115,82.99097170145369,93.72489134778068,93.3999344426775,123.80781427631167,154.04554154045513,171.00499518811986,171.9160600327741,57.812156708517435,-1464.2903485269453,-2206.654743067165,-6701.663557896234,-8581.043479495454
20220419,0,19780,20770,19250,20770,25682256,18972.0,25117.2,42118.5,,19821.547941768735,26324.876824743995,34917.03585999225,,42.0853826027228,1088.4370993457997,49.13240506009985,78.39506172839505,76.11247902154172,78.88386123680242,77.12210411408871,78.28651902847189,63.401163710615364,88.34194701007337,84.6189684777999,93.7248913477807,93.25383821093719,160.63233044365145,198.02301085723525,236.9888105761933,340.1669440165133,143.7182073736316,-1234.0035720351043,-2005.079223726507,-6430.165018544914,-8369.926220886655
20220420,0,21440,21610,20900,21250,35466613,19114.0,24380.6,41774.3,,19957.590994933616,26125.862047303053,34646.40148652706,,39.56471675952337,3068.660370867823,52.18040008711922,83.21094082588336,79.93828151446037,84.61625646256725,80.73427317196075,86.2074869494398,70.14352338185341,92.24166729891141,86.02939635541205,93.7248913477807,93.10774197919687,212.79556510917482,252.73788063809647,326.73946041227885,497.86475282220636,255.59055645947083,-1001.226142338819,-1807.0158294807707,-6150.113360633008,-8150.62204955877
20220424,0,21450,22520,21060,22520,32644607,19328.5,23700.2,41452.5,,20201.629947797082,25984.455692506857,34406.27472441761,,38.031461808599246,3338.851746458138,59.15417449463033,95.40229885057471,85.6694338016177,96.53179190751445,86.67730320229471,86.30649685042991,75.52060896470701,92.24166729891142,87.4398242330242,95.29016488612768,93.25784405582598,211.45453493083264,250.61246710824813,336.2811203319503,755.5219927921353,386.2229923708226,-706.1301373934257,-1602.793141725309,-5829.946531823047,-7922.877267127528
20220425,0,22900,23330,22220,22340,23004626,19535.0,23037.4,41115.9,,20405.284238483073,25841.535861428158,34167.33859126083,,37.21696759140047,4674.730068392688,57.86610389898316,87.31406355645707,88.64243441097172,90.13644307030513,90.42816381346228,87.68929484961197,80.80980879583055,93.42148097467424,89.61687652680831,97.20200958764727,93.94201121454094,189.77262266408871,232.9257749783875,310.10739427573094,856.7194053128187,524.4378309952896,-481.241470984427,-1394.0335009222451,-5536.515983655969,-7688.911208448852
20220426,0,22610,23000,22000,22890,18344443,19745.0,22333.8,40760.2,,20641.92383481802,25725.789357058424,33944.024955790315,,36.1932745958878,3424.0543443365896,60.68323411804885,88.3169934640523,90.34445195702803,90.76227390180878,92.47683629320944,92.60133181185813,86.21822589796234,98.33771356491886,92.91689522949787,97.41316941372189,94.67896832977459,142.3093531393034,185.82066757249274,248.7123824117827,962.2802943943461,682.5106778676039,-255.6877697125965,-1177.361985562706,-5236.787608610983,-7448.2654654740145
20220427,0,23000,23470,22530,23420,15746902,19978.5,21662.2,40396.4,,20906.502517216304,25635.366245016918,33735.62842201229,,35.593465522016835,3672.046580859933,63.234268857482924,87.66848503344268,87.76651401798402,90.44601836733693,90.44824511315028,92.41336188704611,89.04359446967719,98.33771356491886,94.91604854046696,97.41316941372189,95.19763809980942,132.8279024618832,172.43896143199225,233.37268791814273,1063.3469491628603,827.1466788968734,-33.77888387612256,-954.7450080397188,-4933.233997771578,-7201.423145529157
20220430,0,23580,24200,23270,23380,14908092,20222.5,21035.8,40055.6,,21142.073706052848,25546.920509918215,33530.566473061546,,35.53296654740557,4508.897069308514,62.902545834608965,87.05183710038413,87.67910519929303,92.28581164899067,91.16470130604546,91.6806400634152,90.13822509247225,97.9034146774109,96.04839801616686,98.06376236918075,95.8196187142177,124.4722532588455,159.57626988159583,217.59013015913806,1076.1082908920362,942.7953865108393,137.27541566956643,-739.3135931429715,-4651.300924937081,-6951.225610527319
20220501,0,23500,23510,22570,22570,17933227,20421.0,20347.6,39709.6,,21278.066686428767,25430.17852913711,33313.5255528029,,34.60653236476297,2807.6260594072955,56.44512270057337,65.94963864524449,80.22332025969042,86.07263335441702,89.6014877902482,86.29221031134907,90.1353677846561,89.47080726270327,95.49422600892521,97.07417998564804,96.23827979395111,78.70384325546345,107.48809127576342,153.37274317917144,924.2842841592028,976.5478447842528,205.1125402062753,-537.1078187768443,-4421.902662193981,-6699.423556104393
